rule,human_count,machine_count,human_docs,machine_docs,total_count
"NOUN(PUNCT/punct, CCONJ/cc, NOUN/nsubj, AUX/cop, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, CCONJ/cc, PROPN/nsubj, AUX/cop, ADP/case, DET/det, *, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, NOUN/nmod, NUM/advcl)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, NOUN/nmod, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, NOUN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, PROPN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, VERB/acl)",0,1,0,1,1
"NUM(*, NUM/conj)",1,0,1,0,1
"NOUN(PUNCT/punct, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, *, VERB/parataxis)",1,0,1,0,1
"NOUN(PUNCT/punct, DET/det, ADJ/amod, *, NOUN/nmod)",0,1,0,1,1
"NOUN(PUNCT/punct, DET/det, ADJ/amod, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(PUNCT/punct, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nmod, VERB/advcl)",1,0,1,0,1
"NOUN(PUNCT/punct, NUM/nummod, *, NOUN/nmod, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, PROPN/nsubj, ADV/advmod, AUX/cop, *, NOUN/conj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"NOUN(PUNCT/punct, PUNCT/punct, *, NOUN/nmod, ADJ/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, PUNCT/punct, *, NOUN/parataxis, NOUN/conj, NOUN/appos, NOUN/conj, NOUN/parataxis, PUNCT/punct, NOUN/parataxis, PUNCT/punct, NOUN/parataxis, X/parataxis, NOUN/nsubj, PUNCT/punct)",1,0,1,0,1
"NOUN(PUNCT/punct, SCONJ/mark, AUX/cop, *, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(SCONJ/mark, ADV/advmod, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nsubj)",1,0,1,0,1
"NOUN(SCONJ/mark, AUX/aux, AUX/cop, *, NOUN/nmod, VERB/conj)",0,1,0,1,1
"NOUN(SCONJ/mark, AUX/cop, DET/det, *, VERB/acl)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, ADV/advmod, AUX/cop, *, NOUN/conj)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/aux, AUX/cop, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NUM(ADP/case, DET/det, *)",1,0,1,0,1
"NUM(ADP/case, DET/det, ADJ/amod, *, PUNCT/punct)",1,0,1,0,1
"NUM(ADV/advmod, ADV/advmod, *)",0,1,0,1,1
"NUM(ADV/advmod, ADV/advmod, *, NUM/flat)",1,0,1,0,1
"NUM(DET/det, *)",1,0,1,0,1
"NUM(NUM/flat, NUM/flat, NUM/flat, *, NUM/flat)",1,0,1,0,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/cop, DET/det, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nmod, ADV/advmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(SCONJ/mark, NOUN/nsubj, AUX/cop, DET/det, DET/det, *, PROPN/nmod)",0,1,0,1,1
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod)",1,0,1,0,1
"NOUN(SCONJ/mark, PRON/nsubj, AUX/cop, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(SCONJ/mark, SYM/nsubj, AUX/cop, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(SCONJ/mark, SYM/nsubj, AUX/cop, ADV/advmod, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(SYM/nmod, NUM/nummod, *, NOUN/conj)",0,1,0,1,1
"NOUN(SYM/nmod, NUM/nummod, PUNCT/punct, NUM/nummod, *)",1,0,1,0,1
"NOUN(VERB/amod, *, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, SYM/nmod, NUM/nummod, *, NOUN/nmod, VERB/parataxis)",1,0,1,0,1
"NOUN(ADP/mark, AUX/cop, ADP/case, DET/det, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/mark, NOUN/nsubj, AUX/cop, DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl, PRON/appos)",0,1,0,1,1
"NOUN(ADV/advmod, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, *)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(ADV/advmod, ADP/case, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, DET/det, *)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, DET/det, *, NOUN/nmod)",0,1,0,1,1
"NOUN(ADV/advmod, ADP/case, DET/det, ADJ/amod, *, NOUN/nmod)",0,1,0,1,1
"NOUN(ADV/advmod, ADV/advmod, *, ADJ/amod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, DET/det, *, ADJ/amod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, PUNCT/punct, *, ADJ/amod, PUNCT/punct, VERB/acl)",0,1,0,1,1
"NUM(ADP/case, *, PUNCT/punct)",0,1,0,1,1
"PRON(PUNCT/punct, ADP/case, *, VERB/acl:relcl)",1,0,1,0,1
"PRON(PUNCT/punct, PRON/nmod, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"PROPN(*, NOUN/conj)",0,1,0,1,1
"NUM(PUNCT/punct, *, NOUN/nmod)",0,1,0,1,1
"NUM(PUNCT/punct, *, NUM/conj, NUM/conj, PUNCT/punct)",0,1,0,1,1
"NUM(PUNCT/punct, *, NUM/flat)",1,0,1,0,1
"NUM(PUNCT/punct, *, PUNCT/punct, NUM/nmod)",0,1,0,1,1
"NUM(PUNCT/punct, ADP/case, *, NUM/nmod, NOUN/nmod, PUNCT/punct, SYM/conj)",1,0,1,0,1
"NUM(PUNCT/punct, PUNCT/punct, NUM/flat, PUNCT/punct, *, NUM/flat)",1,0,1,0,1
"NUM(PUNCT/punct, SCONJ/mark, NOUN/nsubj, AUX/cop, ADV/advmod, *, NUM/flat, NOUN/appos)",0,1,0,1,1
"PRON(*, DET/det)",1,0,1,0,1
"PRON(*, NOUN/acl:relcl)",1,0,1,0,1
"PRON(*, NOUN/nmod)",1,0,1,0,1
"PRON(*, PROPN/appos)",1,0,1,0,1
"NUM(*, NUM/flat, VERB/root)",1,0,1,0,1
"NUM(ADP/advmod, *)",0,1,0,1,1
"NOUN(ADP/case, NUM/nummod, *, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, NUM/nummod, *, NUM/conj)",0,1,0,1,1
"NOUN(ADP/case, NUM/nummod, *, NUM/nmod)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, *, NOUN/nmod, VERB/parataxis, VERB/parataxis, ADJ/parataxis)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, *, NUM/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, PUNCT/punct, *, PUNCT/punct, ADJ/amod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, PROPN/nmod, NOUN/nmod)",0,1,0,1,1
"PRON(ADP/case, *, PRON/fixed)",0,1,0,1,1
"PRON(ADP/case, *, PUNCT/punct)",0,1,0,1,1
"PRON(ADP/case, *, VERB/acl)",0,1,0,1,1
"PRON(ADP/case, DET/det, DET/det, *)",1,0,1,0,1
"PRON(CCONJ/cc, ADP/case, *, DET/det)",1,0,1,0,1
"PRON(NOUN/nsubj, AUX/cop, *, VERB/acl:relcl, PUNCT/punct)",1,0,1,0,1
"PRON(PUNCT/punct, *, VERB/acl)",0,1,0,1,1
"PRON(PUNCT/punct, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADP/case, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(*, NOUN/conj, NOUN/conj)",0,1,0,1,1
"PROPN(*, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"PROPN(*, NUM/nmod)",0,1,0,1,1
"PROPN(*, PROPN/conj, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/conj, PROPN/conj, PUNCT/conj)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, ADJ/amod)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/conj)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/flat:name, PROPN/nmod)",0,1,0,1,1
"PROPN(*, PROPN/flat:name, PROPN/nmod, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"PRON(ADP/case, *, ADJ/amod, PRON/nmod)",1,0,1,0,1
"PRON(ADP/case, *, NOUN/nmod)",0,1,0,1,1
"PRON(ADP/case, *, PRON/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, PUNCT/punct, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, PUNCT/punct, *, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, NUM/nummod, *, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADV/advmod, *, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADV/advmod, *, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, *, NOUN/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, DET/det, *, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, DET/det, ADJ/amod, *)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/amod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/ccomp)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, X/conj)",1,0,1,0,1
"PROPN(*, PROPN/obj)",1,0,1,0,1
"PROPN(ADJ/amod, *, NOUN/appos)",1,0,1,0,1
"PROPN(ADP/case, *, ADJ/amod, NUM/nmod)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/appos)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/flat:name, NOUN/appos)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/flat:name, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, *, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(ADP/case, PUNCT/punct, *, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(ADV/advmod, ADP/case, DET/det, *, NOUN/conj)",0,1,0,1,1
"PROPN(ADV/advmod, ADP/case, DET/det, *, PROPN/flat:name, PUNCT/punct)",1,0,1,0,1
"PROPN(CCONJ/cc, *, PROPN/flat:name, NUM/parataxis)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, ADJ/amod)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, NUM/nmod)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, NOUN/nmod)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos, PROPN/nmod)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/parataxis)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/nmod)",1,0,1,0,1
"PROPN(*, PROPN/flat:name, PROPN/nmod, PROPN/conj, PROPN/conj, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, NUM/nummod, *, NUM/appos)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, ADJ/amod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, NOUN/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADP/case, DET/det, ADJ/amod, *)",0,1,0,1,1
"PROPN(ADP/case, DET/det, ADJ/amod, *, PROPN/nmod)",0,1,0,1,1
"PROPN(ADP/case, DET/det, DET/det, *)",0,1,0,1,1
"PROPN(ADP/case, DET/det, DET/det, *, PROPN/flat:name)",1,0,1,0,1
"PROPN(ADP/case, DET/det, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(DET/det, DET/det, *)",0,1,0,1,1
"PROPN(PRON/nsubj, AUX/cop, DET/det, *, PROPN/conj, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, *, NOUN/flat:name, VERB/nmod, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, *, PROPN/flat:name, PROPN/parataxis)",1,0,1,0,1
"PROPN(CCONJ/cc, ADP/case, DET/det, *, PROPN/flat:name)",0,1,0,1,1
"PROPN(CCONJ/cc, ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0,1,0,1,1
"PROPN(CCONJ/cc, ADP/case, DET/det, DET/det, *)",0,1,0,1,1
"PROPN(CCONJ/cc, ADV/advmod, DET/det, *, PROPN/flat:name, NOUN/conj)",1,0,1,0,1
"PROPN(CCONJ/cc, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(CCONJ/cc, NOUN/nsubj, AUX/cop, *, PROPN/flat:name, NUM/parataxis, PROPN/conj)",1,0,1,0,1
"PROPN(DET/det, *, NOUN/conj)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/conj, PROPN/conj, NOUN/conj)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, NOUN/conj)",0,1,0,1,1
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, VERB/acl:relcl)",1,0,1,0,1
"PROPN(ADP/case, DET/det, *, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, X/conj, NOUN/conj, NOUN/conj)",1,0,1,0,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, NOUN/appos)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, SYM/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/acl, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, VERB/acl, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, VERB/acl, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, VERB/acl:relcl, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, NOUN/conj)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, NOUN/nmod, NOUN/conj)",1,0,1,0,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, NUM/nmod)",0,1,0,1,1
"PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0,1,0,1,1
"PROPN(DET/det, *, PUNCT/punct)",1,0,1,0,1
"PROPN(DET/det, ADJ/amod, *, VERB/acl:relcl, NOUN/appos)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, *, NUM/conj)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, SYM/appos)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/nmod, VERB/acl:relcl, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, NUM/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, PRON/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NUM/nmod)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, *, PROPN/flat:name)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, *, PROPN/flat:name, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, ADP/case, DET/det, *, PROPN/flat:name)",1,0,1,0,1
"PUNCT(*, PUNCT/punct)",1,0,1,0,1
"PUNCT(PUNCT/punct, *)",1,0,1,0,1
"PUNCT(PUNCT/punct, *, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"SCONJ(*, SCONJ/fixed)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADV/advmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADV/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, NOUN/conj, NOUN/conj, X/conj)",0,1,0,1,1
"NOUN(ADP/case, ADP/case, DET/det, NUM/nummod, *)",1,0,1,0,1
"SYM(ADP/case, *, NUM/nummod, NUM/nmod)",0,1,0,1,1
"SYM(ADP/case, ADP/case, *, NUM/nummod, NOUN/nmod)",0,1,0,1,1
"SYM(ADP/case, ADV/advmod, *, NUM/nummod)",0,1,0,1,1
"SYM(ADP/case, DET/det, *)",1,0,1,0,1
"SYM(ADV/advmod, *)",1,0,1,0,1
"SYM(ADV/advmod, *, NUM/nummod, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"SYM(CCONJ/cc, ADP/case, NUM/nummod, *, NOUN/nsubj)",1,0,1,0,1
"SYM(PUNCT/punct, *, NUM/nummod, PUNCT/punct)",1,0,1,0,1
"SYM(PUNCT/punct, ADP/case, *, NUM/nummod, PUNCT/punct)",0,1,0,1,1
"SYM(PUNCT/punct, NUM/nummod, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, *, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, PROPN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, *, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, *, SYM/nmod, PROPN/nmod)",1,0,1,0,1
"VERB(*, ADJ/xcomp, NOUN/obl)",0,1,0,1,1
"VERB(*, ADV/advmod, NOUN/obj)",1,0,1,0,1
"VERB(*, ADV/advmod, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(*, ADV/advmod, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(*, ADV/advmod, NOUN/obj, PROPN/obl)",0,1,0,1,1
"VERB(*, ADV/advmod, NOUN/obl, NOUN/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/ccomp)",0,1,0,1,1
"VERB(*, NOUN/ccomp, VERB/advcl)",0,1,0,1,1
"SYM(ADP/case, *, NUM/nummod)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, VERB/acl:relcl, NOUN/appos)",0,1,0,1,1
"VERB(*, PROPN/obj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obj, ADJ/advcl)",0,1,0,1,1
"VERB(*, NOUN/obj, ADV/advmod)",1,0,1,0,1
"VERB(*, NOUN/obj, PRON/obl)",1,0,1,0,1
"VERB(*, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obj, SYM/obl)",1,0,1,0,1
"VERB(*, NOUN/obj, VERB/advcl, VERB/advcl)",0,1,0,1,1
"VERB(*, NOUN/obj, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(*, NOUN/obj, VERB/xcomp)",0,1,0,1,1
"VERB(*, NOUN/obj, VERB/xcomp, VERB/xcomp, VERB/conj)",1,0,1,0,1
"VERB(*, NOUN/obl, NOUN/ccomp)",1,0,1,0,1
"VERB(*, ADJ/ccomp, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/conj, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"VERB(ADJ/advcl, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/obl, NOUN/nsubj, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, NOUN/conj, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NOUN/conj, NOUN/conj, NOUN/appos, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"VERB(*, NOUN/obl, PROPN/obl)",0,1,0,1,1
"VERB(*, PRON/expl, NOUN/obl)",1,0,1,0,1
"VERB(*, PRON/obj, ADJ/xcomp, VERB/advcl)",0,1,0,1,1
"VERB(*, PRON/obj, ADV/advmod, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(*, PRON/obj, PRON/obl)",1,0,1,0,1
"VERB(*, PRON/obj, PUNCT/punct)",1,0,1,0,1
"VERB(*, PRON/obl:agent, VERB/conj)",0,1,0,1,1
"VERB(*, PROPN/obl, NOUN/obl)",0,1,0,1,1
"VERB(*, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, X/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, NUM/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, SYM/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"VERB(*, PUNCT/punct)",0,1,0,1,1
"VERB(*, VERB/acl)",0,1,0,1,1
"VERB(*, VERB/ccomp, VERB/acl:relcl)",1,0,1,0,1
"VERB(*, VERB/conj)",1,0,1,0,1
"VERB(*, VERB/obj, NOUN/obj)",1,0,1,0,1
"VERB(*, VERB/xcomp)",0,1,0,1,1
"VERB(*, X/obl:agent)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, NUM/obl)",1,0,1,0,1
"VERB(ADP/mark, *, NOUN/obj, PROPN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, NOUN/obj, VERB/advcl, VERB/advcl)",0,1,0,1,1
"VERB(ADJ/advcl, NOUN/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(ADJ/advcl, PRON/nsubj, *, PUNCT/punct)",1,0,1,0,1
"VERB(ADJ/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(ADJ/advmod, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(ADJ/ccomp:speech, *, NOUN/nsubj, PUNCT/punct)",1,0,1,0,1
"VERB(ADJ/root, AUX/cop, SCONJ/mark, NOUN/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/case, DET/det, *)",1,0,1,0,1
"VERB(ADP/cc, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(ADP/cc, NOUN/nsubj, *, VERB/xcomp, VERB/conj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(ADP/mark, *, ADJ/ccomp)",1,0,1,0,1
"VERB(ADP/mark, *, ADJ/xcomp, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, ADV/advmod, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(ADP/mark, *, VERB/conj)",1,0,1,0,1
"VERB(ADP/mark, *, VERB/conj, NOUN/obj)",0,1,0,1,1
