rule,human_count,machine_count,human_docs,machine_docs,total_count
"VERB(NOUN/dislocated, PROPN/nsubj, *, ADJ/xcomp, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/advcl, NOUN/nsubj, PRON/expl, *, PRON/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(CCONJ/cc, SCONJ/mark, PUNCT/punct, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, SCONJ/mark, PROPN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(CCONJ/cc, SCONJ/mark, ADV/advmod, AUX/aux, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(CCONJ/cc, PUNCT/punct, *, PROPN/obj, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(CCONJ/cc, PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADJ/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, PRON/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, PRON/expl, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obl, VERB/advcl, ADJ/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NUM/obl, VERB/conj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, VERB/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, ADJ/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/nsubj, *, NOUN/obj, VERB/conj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, PRON/obj, NOUN/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/ccomp, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, ADV/advmod, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/nsubj, *, NOUN/obl, NOUN/obl, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PUNCT/punct, ADP/mark, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PROPN/nsubj, *, PROPN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/obl, PRON/nsubj, *)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/obj, PRON/nsubj, *)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/obj, *)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj:pass, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, PRON/expl, *, ADV/advmod, NOUN/obl, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, ADP/mark, *, NOUN/obj)",0,1,0,1,1
"VERB(ADP/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/conj, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/ccomp)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, PUNCT/punct, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, ADJ/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/obl, NOUN/nsubj, *)",1,0,1,0,1
"VERB(PUNCT/punct, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/xcomp, VERB/advcl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, ADV/advmod, PUNCT/punct, ADJ/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, ADV/advmod, NOUN/obj, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, AUX/aux:pass, *, PRON/obl:agent)",1,0,1,0,1
"VERB(SCONJ/mark, AUX/aux:pass, *, NOUN/nsubj:pass, NOUN/obl, ADJ/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, AUX/aux, AUX/aux:pass, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, VERB/conj, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NUM/obj)",1,0,1,0,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(SCONJ/mark, *, VERB/xcomp)",0,1,0,1,1
"VERB(SCONJ/mark, *, VERB/csubj)",1,0,1,0,1
"VERB(SCONJ/mark, *, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PUNCT/punct, NOUN/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(SCONJ/mark, *, NUM/obl, NOUN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, *, NOUN/obj, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, *, NOUN/obj, NOUN/obl, VERB/advcl)",1,0,1,0,1
"VERB(SCONJ/mark, *, NOUN/nsubj)",0,1,0,1,1
"VERB(PUNCT/punct, VERB/advcl, AUX/aux, *, NUM/nummod, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, PRON/nsubj, *, NOUN/obj, ADV/advmod, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, PRON/expl:impers, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, *, ADJ/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, *, NOUN/nsubj)",0,1,0,1,1
"VERB(SCONJ/mark, *, PROPN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, NOUN/ccomp)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, AUX/aux:pass, *, PROPN/obl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, AUX/aux:pass, ADV/advmod, *, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, NOUN/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, AUX/mark, NUM/nsubj:pass, ADV/advmod, AUX/aux:pass, ADV/advmod, *, NOUN/obl:agent, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, AUX/mark, NOUN/nsubj, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, AUX/cop, ADP/mark, PRON/expl, *, VERB/conj, VERB/conj)",1,0,1,0,1
"VERB(PUNCT/punct, NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/mark, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj, PRON/expl, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj, *, VERB/xcomp, VERB/acl)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj, *, NOUN/obj)",1,0,1,0,1
"VERB(PUNCT/punct, ADV/advmod, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, ADP/mark, PRON/expl:impers, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, ADP/mark, ADV/advmod, *, NOUN/obj, ADV/parataxis, VERB/parataxis, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, ADP/mark, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, *, VERB/xcomp, VERB/conj, VERB/conj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, VERB/xcomp, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, AUX/aux, *, NOUN/obj, VERB/advcl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj, SYM/obl, VERB/conj, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, ADV/advmod, VERB/advcl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, PROPN/nsubj, ADV/advmod, ADV/advmod, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, PRON/nsubj, NOUN/obl, *, PROPN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, *)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, PRON/obj, *)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, AUX/aux, *, PROPN/obj, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, PRON/obj, *, NOUN/obl, VERB/advcl, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, *, NOUN/obl, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, *, INTJ/discourse)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, SYM/obj)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, PUNCT/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj:pass, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj, *, PROPN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj, *, ADV/advmod, NOUN/obj, SYM/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj, *, ADJ/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, AUX/aux, *, NUM/nummod, NOUN/obl, VERB/parataxis, VERB/conj)",1,0,1,0,1
"VERB(VERB/advcl, *, VERB/xcomp, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, *, NOUN/obl, PUNCT/punct, NOUN/parataxis, VERB/conj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(SYM/nsubj, PRON/expl, *, ADJ/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(SYM/nsubj, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(SYM/nsubj, *, NOUN/obj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, VERB/advcl, ADV/advmod, *, NOUN/nsubj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj, *, ADV/advmod, VERB/advcl)",1,0,1,0,1
"VERB(SCONJ/mark, SYM/nsubj, *, NOUN/obj, ADJ/obl)",1,0,1,0,1
"VERB(SCONJ/mark, SCONJ/mark, SYM/nsubj, *, VERB/ccomp)",1,0,1,0,1
"VERB(SCONJ/mark, PUNCT/punct, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PUNCT/punct, ADV/advmod, *, PRON/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PUNCT/punct, ADV/advmod, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/obl, *, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj:pass, AUX/aux:pass, *)",0,1,0,1,1
"VERB(SCONJ/mark, SYM/nsubj, *, NOUN/obj, NOUN/appos)",0,1,0,1,1
"VERB(VERB/ccomp:speech, *, NOUN/nsubj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/ccomp:speech, *, NOUN/nsubj, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, PROPN/nsubj, PRON/expl, *, VERB/xcomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, PROPN/nsubj, AUX/aux, *, NOUN/obl, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, PROPN/nsubj, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, PROPN/nsubj, *, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, PROPN/nsubj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, PROPN/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, PRON/nsubj, PRON/expl, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, PRON/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, NOUN/obl, *, NOUN/nsubj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"ADJ(ADP/case, *, ADJ/conj)",1,0,1,0,1
"ADJ(ADJ/amod, CCONJ/cop, ADV/advmod, *, VERB/csubj)",1,0,1,0,1
"ADJ(*, SYM/obl)",0,1,0,1,1
"ADJ(*, NUM/obl)",0,1,0,1,1
"ADJ(*, NOUN/obl:agent)",0,1,0,1,1
"ADJ(*, NOUN/obl, NOUN/obl)",0,1,0,1,1
"ADJ(*, NOUN/nmod)",1,0,1,0,1
"ADJ(*, NOUN/conj)",1,0,1,0,1
"ADJ(*, ADJ/conj, VERB/conj)",1,0,1,0,1
"ADJ(*, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/advcl, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/nsubj:pass)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, NUM/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, NUM/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, NOUN/advcl, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, AUX/aux, ADV/advmod, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, AUX/aux, *, VERB/xcomp, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, AUX/aux, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj, AUX/aux, *, NOUN/obl, VERB/ccomp)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/advcl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, SYM/obj, PROPN/obj, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, SYM/nsubj, NOUN/ccomp)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, PRON/obl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obl, NOUN/obj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/conj, VERB/conj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, AUX/aux, *, NOUN/obj, VERB/xcomp, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, ADV/advmod, *, NOUN/obj, PROPN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obl, NOUN/obj)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj, VERB/conj)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj, VERB/advcl)",1,0,1,0,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj:pass, AUX/aux:pass, *)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct, ADV/advmod)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, *, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(SCONJ/mark, PRON/nsubj, *, NOUN/obj, ADV/advmod, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, *)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/obl, PRON/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, ADV/advmod, *)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NUM/obl)",0,1,0,1,1
"VERB(SCONJ/mark, PRON/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, PRON/obj, *, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *, VERB/conj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, VERB/conj)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *, SYM/obj)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj, ADV/advmod, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, ADV/advmod, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *)",1,0,1,0,1
"VERB(PRON/nsubj, ADJ/advmod, NOUN/nsubj, ADV/advmod, *, PRON/obl, NOUN/advcl, VERB/parataxis)",1,0,1,0,1
"VERB(PRON/nsubj, *, VERB/xcomp, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, VERB/ccomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, PROPN/obl, VERB/conj)",0,1,0,1,1
"VERB(PRON/nsubj, *, PROPN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NUM/obj)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl)",1,0,1,0,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, ADV/advmod, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, ADV/advmod)",0,1,0,1,1
